DocId,Tweet,Processed,Score
4517,Two points Romney on trickle down government co opting the trickle down economics line. Ugh. #debates,two points romney on trickle down government co opting the trickle down economics line ugh #debates,21.350292
4521,um mitt romney is against gay marriage and ziall will get married some day so think about your otp before you support him ok,um mitt romney is against gay marriage and ziall will get married some day so think about your otp before you support him ok,16.070684
4522,Obama is for ALL the people --  Romney just wanna be president.,obama is for all the people romney just wanna be president,14.740438
4525,Obama doesn't answer response to trickle down accusation. Instead --  what he PLANS to do. #debates,obama doesn't answer response to trickle down accusation instead what he plans to do #debates,14.801905999999999
4526,mitt romney is hot --  which is why he should be president,mitt romney is hot which is why he should be president,6.955711
4528,Stannis Baratheon is the only man to fix this country. Bend the knee. #debates,stannis baratheon is the only man to fix this country bend the knee #debates,11.082031
4532,Watching #obama talk --  he has 2 min to answer job question and brings up his marriage anniversity. He does not answer question.,watching #obama talk he has min to answer job question and brings up his marriage anniversity he does not answer question,26.536510999999997
4533,@JulieTussey feels #Obama brows are very well defined & bold --  which gives a sense of strength & empathy  http://t.co/nUqAV8RJ #debate,feels #obama brows are very well defined bold which gives a sense of strength empathy #debate,12.157109000000002
4534,Gary Johnson is a presidential candidate and therefore should be at the #debates The two party system is flawed.,gary johnson is a presidential candidate and therefore should be at the #debates the two party system is flawed,19.381996
4537,To this President --  Economic Patriotism really means the more the money you make the more you're REQUIRED to share (i.e. be taken) #tcot,to this president economic patriotism really means the more the money you make the more you're required to share ie be taken #tcot,27.968670999999997
4538,@Aryamxo: Why does Romney look like he's about to cry? Id cry too if i was going against President Barack Obama.,why does romney look like he's about to cry id cry too if i was going against president barack obama,23.568199
4540,Economic patriotism #debates. #Romney had a good start with his romantic anniversary comment,economic patriotism #debates #romney had a good start with his romantic anniversary comment,27.470857000000002
4541,Romney totally denied when Obama went in for the kiss in that handshake. GAY RIGHTS NOW #debates,romney totally denied when obama went in for the kiss in that handshake gay rights now #debates,16.097962
4544,Gobbling up thai food --  watching the #PresidentialDebate with @taylortsuji before the first @UOPRSSA meeting and then @UODuckTV after that!,gobbling up thai food watching the #presidentialdebate with before the first meeting and then after that,9.007126
4547,#denverdebate @MittRomney looks stronger and more confident than @Obama right out of the chute.,#denverdebate looks stronger and more confident than right out of the chute,10.961377
4549,Since it's also National Mean Girls day --  four for you Obama --  you go Obama. #Obama2012,since it's also national mean girls day four for you obama you go obama #obama2012,10.776689000000001
4550,Shorter Obama --  we have to spend a lot more of your money for you to help you because you can't do it yourself.  #DenverDebate,shorter obama we have to spend a lot more of your money for you to help you because you can't do it yourself #denverdebate,11.747475000000001
4560,If you are not tweeting about the #debate2012 --  get off my twitter-feed! #tcot,if you are not tweeting about the #debate2012 get off my twitterfeed #tcot,15.612406
4563,I really hate the anecdotes about all of the random fictional Americans. Sally in Dayton --  Ohio It's so contrived. #debates,i really hate the anecdotes about all of the random fictional americans sally in dayton ohio it's so contrived #debates,17.518687
4564,I thought he was gonna say Seargent Pepper taught the band to play #disapointed #debate2012#debates,i thought he was gonna say seargent pepper taught the band to play #disapointed #debate2012#debates,8.886028999999999
4565,I'm not even going to tweet about my thoughts about this presidential debate........ #OBAMA2012,i'm not even going to tweet about my thoughts about this presidential debate #obama2012,20.572119999999998
4569,RT @TheyCallMeKaye: Mitt Romney goes on & on about WHAT he's going to do. But he never says HOW he'll do it.,mitt romney goes on on about what he's going to do but he never says how he'll do it,10.113997
4572,Mitt Romney has been on stage a full minute without defecating on himself.  Big win for the GOP right there.,mitt romney has been on stage a full minute without defecating on himself big win for the gop right there,11.150263
4573,RT @NaturallyKela: Think this is the 1st time I've ever heard Romney refer to President Obama as Mr. President!,think this is the 1st time i've ever heard romney refer to president obama as mr president,21.553985
4574,Obama just scored the first bob and weave and shirked the very first question!!!!  #denverdebate,obama just scored the first bob and weave and shirked the very first question #denverdebate,18.006501
4575,Everyone seems to agree we need to improve the education systems. #debates,everyone seems to agree we need to improve the education systems #debates,20.857594
4576,RT @XOXO_Slimm: Mitt Romney be saying slick shit on the low low -_- Smh he aint Slick doe!,mitt romney be saying slick shit on the low low smh he aint slick doe,15.246921999999996
4578,lmao at the woman in Dayton Ohio offering up a newborn child as a blood sacrifice to Romney #debates,lmao at the woman in dayton ohio offering up a newborn child as a blood sacrifice to romney #debates,17.050884999999997
4579,Trickle-down government - the GOP is distancing itself from trickle-down --  but emphatically not as it pertains to taxation. #DenverDebate,trickledown government the gop is distancing itself from trickledown but emphatically not as it pertains to taxation #denverdebate,11.922191999999999
4590,ok not going to lie. . . i really liked mitt romney's opening speech,ok not going to lie i really liked mitt romney's opening speech,20.31454
4591,Wishing I had live TV at my house right now go #obama #debatenumerouno,wishing i had live tv at my house right now go #obama #debatenumerouno,21.693926
4593,#GOPWatchParty here in SLC with a great group of folks --  and we're all excited for the opportunity! #RomneyRyan2012,#gopwatchparty here in slc with a great group of folks and we're all excited for the opportunity #romneyryan2012,8.992581999999999
4595,RT @C_Mitch812: Tonight is why I am a political science major. I'm fascinated already! #debates,tonight is why i am a political science major i'm fascinated already #debates,18.843259
4596,Wow --  it took him one question to start dodging the point #NObama,wow it took him one question to start dodging the point #nobama,20.007671
4597,First presidential debate between Obama and Romney under way in Denver: http://t.co/RdVw1MRD #Election2012 -RAS,first presidential debate between obama and romney under way in denver #election2012 ras,17.960732
4598,On the #jobs question --  #Romney answered it thoroughly --  giving specific examples of how his views ate different from #Obama's #debates,on the #jobs question #romney answered it thoroughly giving specific examples of how his views ate different from #obama's #debates,20.886329999999997
4599,There are many television shows on right now. Guess what I am watching? #PresidentialDebate,there are many television shows on right now guess what i am watching #presidentialdebate,18.522585999999997
4601,The question here tonight isn't about where we've been but where we're going.- #OBAMA #2012PresidentialDebate,the question here tonight isn't about where we've been but where we're going #obama #2012presidentialdebate,11.530229
4604,Mr @MittRomney always looks like somebody is slicing an onion near him #DenverDebate,mr always looks like somebody is slicing an onion near him #denverdebate,14.733926999999998
4605,Seriously --  what's the point of an audience at the #debates if you won't allow them to laugh --  cheer or boo? Hold it in a TV studio!,seriously what's the point of an audience at the #debates if you won't allow them to laugh cheer or boo hold it in a tv studio,18.424108999999998
4607,#Romney out of the boat with a good joke --  personal --  heart-strings story. Good move.,#romney out of the boat with a good joke personal heartstrings story good move,16.652746
4610,This just in :Romney excited to spend anniversary night with Obama #debates Also fails to vomit on self thus worrying me greatly.,this just in romney excited to spend anniversary night with obama #debates also fails to vomit on self thus worrying me greatly,22.211961
4614,Really --  the corporate tax rate is too high? Single mothers pay more in taxes than @GE http://t.co/0wlg0AW0 #denverdebate #debates,really the corporate tax rate is too high single mothers pay more in taxes than #denverdebate #debates,25.164257
4615,@makhondlovu: #Obama2012 I said hell yeah --  hell yeah f*cking right --  damned right alright,#obama2012 i said hell yeah hell yeah fcking right damned right alright,19.712316
4619,To the woman who ask for help --  no Romney cannot help you #Obama,to the woman who ask for help no romney cannot help you #obama,9.699111
4620,@Kreezy_Mac boy I wish I was a fly on the wall at Dan McDonalds right now #PresidentialDebate,boy i wish i was a fly on the wall at dan mcdonalds right now #presidentialdebate,12.095417999999999
4624,RT @JennicaThompson: Here we go America! Time to reassure y'all that Romney is the best! #RomneyRyan2012,here we go america time to reassure y'all that romney is the best #romneyryan2012,12.080883000000002
4626,Time for the #debates  I think I can give the yankees a break for a while,time for the #debates i think i can give the yankees a break for a while,14.235219
4631,When a runner up starts talking about legalizing marijuana  -- then I'll start getting into the #PresidentialDebate Lolololol,when a runner up starts talking about legalizing marijuana then i'll start getting into the #presidentialdebate lolololol,11.648352
4641,Obama: I have successfully evaded answering that question. Your turn Mitt. #denverdebate #POTUSRumble,obama i have successfully evaded answering that question your turn mitt #denverdebate #potusrumble,12.266012
4647,Was that necessary to shout out to #FLOTUS for anniversary? He's only got 2 mins to answer about #jobs. I think it's sweet though. #debates,was that necessary to shout out to #flotus for anniversary he's only got mins to answer about #jobs i think it's sweet though #debates,28.198518999999997
4648,why are people making such a big deal over Obama wishing Michelle a happy anniversary? #debates,why are people making such a big deal over obama wishing michelle a happy anniversary #debates,30.520118
4649,OK --  I am already bothered --  did #Obama say Use energy at Home --  when he fought keystone pipeline --  drilling at home and Fracking.,ok i am already bothered did #obama say use energy at home when he fought keystone pipeline drilling at home and fracking,15.704656
4650,gopandgirlythings: alt5dsign:  Perfect --  for the beginning of the debates. Just stating facts. #obama #2012 #g http://t.co/qGmZsD8T,gopandgirlythings alt5dsign perfect for the beginning of the debates just stating facts #obama # #g,9.02666
4653,#denverdebate Obama recycled answer from 2008. He did nothing then --  what will be diff now? Nothing. More of the same.,#denverdebate obama recycled answer from he did nothing then what will be diff now nothing more of the same,12.823316
4656,Of course has reminded people about the tax cut Bush left #PresidentialDebate,of course has reminded people about the tax cut bush left #presidentialdebate,18.133278999999998
4659,RT @coconnell: Philadelphia School student says she was thrown out of class for wearing a #MittRomney shirt to school. Her story at 10 o ...,philadelphia school student says she was thrown out of class for wearing a #mittromney shirt to school her story at o,17.393812
4660,@Obama2012 President Obama is a gentlemen because he is letting this debate on his anniversary. Great man.,president obama is a gentlemen because he is letting this debate on his anniversary great man,23.388177
4661,Making policy points thru questionable anecdotes is my least favorite part of debates.  #PresidentialDebate,making policy points thru questionable anecdotes is my least favorite part of debates #presidentialdebate,17.56085
4662,Who's going to be the first network to say Mitt is more patriotic because he has a bigger flag pin? #debates,who's going to be the first network to say mitt is more patriotic because he has a bigger flag pin #debates,21.936716
4663,Romney's response was alright though... RT @mattbatzel: Obama's joke about his anniversary falls flat at #Debate2012 #denverdebate,romney's response was alright though rt obama's joke about his anniversary falls flat at #debate2012 #denverdebate,30.572364000000004
4664,It's hard for a sitting President to open a debate with policy slogans of things he didn't do in his first term. #debates,it's hard for a sitting president to open a debate with policy slogans of things he didn't do in his first term #debates,27.922648
4665,Your tie does not properly match the backdrop Mitt Romney --  I disapprove.,your tie does not properly match the backdrop mitt romney i disapprove,5.992801
4666,Romney already sounds fake. Mitt --  no woman came up to you with a baby and asked you to help them. Stop that nonsense.,romney already sounds fake mitt no woman came up to you with a baby and asked you to help them stop that nonsense,17.30359
4668,He said --  20 years ago she made me the happiest man on earth...Happy Anniversary Sweetie. #Obama,he said years ago she made me the happiest man on earthhappy anniversary sweetie #obama,17.726548
4669,Obama --  Romney are meeting in their first debate --  focused on the economy and domestic issues. Watch live --> http://t.co/9WaZNIqU #Debates,obama romney are meeting in their first debate focused on the economy and domestic issues watch live #debates,29.068479000000004
4672,Student loan debt --  jobs and health insuranceRT @WRDW: Watching the debate?Which issues are you interested in hearing the most about?#debates,student loan debt jobs and health insurancert watching the debatewhich issues are you interested in hearing the most about#debates,16.022955000000003
4673,Watching the presidential debate wit my boys Jesse --  Liam --  and Luke!! S/o to Luke for the pizza!! #Obama2012,watching the presidential debate wit my boys jesse liam and luke so to luke for the pizza #obama2012,19.819789
4674,that's what I'm saying SPECIFICS...Mitt Romney just be like America would do good with more jobs....yes thank you for that,that's what i'm saying specificsmitt romney just be like america would do good with more jobsyes thank you for that,19.322675
4675,Trickle down government??? What a phrase lol. Way to attempt to reframe the convo #DenverDebate,trickle down government what a phrase lol way to attempt to reframe the convo #denverdebate,15.105657999999998
4681,Hopefully I can survive watching this debate like I survived the gym! #debates,hopefully i can survive watching this debate like i survived the gym #debates,19.352684
4682,#obama's dreams that he can't accomplish in Washington --  by his own admission. The BS factor will b off the charts. #NObama,#obama's dreams that he can't accomplish in washington by his own admission the bs factor will b off the charts #nobama,5.9154610000000005
4685,Barack Obama: I want to make sure that we keep tuition low for our young people. #debates,barack obama i want to make sure that we keep tuition low for our young people #debates,36.389267
4687,RT @morganschilhab: Ready to watch Romney kick some ass tonight in the debate!,ready to watch romney kick some ass tonight in the debate,19.937708
4688,Obama is such a good husband he made sure he told his wife Happy Anniversary before he said anything. #teamObama,obama is such a good husband he made sure he told his wife happy anniversary before he said anything #teamobama,35.713706
4689,Haha Obama making more promises. How do you think you are going to do that? #RomneyRyan2012,haha obama making more promises how do you think you are going to do that #romneyryan2012,10.449685
4693,Before President Obama even began his speech he had to wish his wife a happy anniversary #lovethem,before president obama even began his speech he had to wish his wife a happy anniversary #lovethem,28.521947
4694,First question & Obama has already said of an issue we must move forward --  not look back #debates,first question obama has already said of an issue we must move forward not look back #debates,29.124885999999996
4696,Only thing Mitt Romney is good at is applying his Just for Men Touch of Grey hair coloring product.,only thing mitt romney is good at is applying his just for men touch of grey hair coloring product,15.443195
4697,I love President Obama's demeanor ! I love the way he carries himself. I love his sophistication. I love and respect him!,i love president obama's demeanor i love the way he carries himself i love his sophistication i love and respect him,23.636798
4698,Why won't Obama talk directly to the camera?  He's just talking to Jim Lehere. #PresidentialDebate remember us out here Mr President.,why won't obama talk directly to the camera he's just talking to jim lehere #presidentialdebate remember us out here mr president,26.551747
4700,Romney used to say his plan would crate 12M jobs. Now it's 4M jobs? Which is it Mitt? #Debates,romney used to say his plan would crate 12m jobs now it's 4m jobs which is it mitt #debates,30.896696
4702,I wish obama would knocc the stand down smacc romney an start crip walkin screamin Im president fool lol,i wish obama would knocc the stand down smacc romney an start crip walkin screamin im president fool lol,12.419955999999999
4703,RT @CaptainAnnoying: Question for President Obama: You were elected with a clear mandate in 2008. Now that the country has gone black --   ...,question for president obama you were elected with a clear mandate in now that the country has gone black,21.382873
4706,#LibLies #debates Obama's first lie - health of the US Economy Rated 16th in world economies http://t.co/Hpeq7NY6 and $1Trillion in debt,#liblies #debates obama's first lie health of the us economy rated 16th in world economies and 1trillion in debt,28.612539
4707,i hate mitt romney i wish someone would go up to him and bite his nipples off ok,i hate mitt romney i wish someone would go up to him and bite his nipples off ok,9.074245
4708,@MittRomney looks like the next President of the United States.  Rt if you agree.  #Debates,looks like the next president of the united states rt if you agree #debates,24.78897
4709,see how #obama did that! simple gave examples! Don't talk the talk if you cant walk the walk Romney,see how #obama did that simple gave examples don't talk the talk if you cant walk the walk romney,14.048957999999999
4710,Happy 20th Anniversary to President Barack Obama --  and First Lady Michelle Obama. !! :),happy 20th anniversary to president barack obama and first lady michelle obama,30.928924
4711,Red tie for Romney and Blue tie for President Obama.  #Presidential Debates now on Bloomberg Radio.,red tie for romney and blue tie for president obama #presidential debates now on bloomberg radio,28.814184
4715,i'd probably be more excited about the obama & romney debate if i was actually going to vote this year --  but im not :( #Obama2012,i'd probably be more excited about the obama romney debate if i was actually going to vote this year but im not #obama2012,20.650242999999996
4719,#Obama will get his tonight shout out to his wife in front of millions! He knows what he is doing.,#obama will get his tonight shout out to his wife in front of millions he knows what he is doing,19.893993
4723,#LibLies  Where are all of these jobs Obama is claiming to have created?? He's hallucinating! #nobama,#liblies where are all of these jobs obama is claiming to have created he's hallucinating #nobama,9.125003000000001
4725,Romney: I'm sure this was the most romantic place you could imagine. Here with me! #DenverDebate http://t.co/fUjmlmCd,romney i'm sure this was the most romantic place you could imagine here with me #denverdebate,12.800892999999999
4727,Last Canadian elxn debate candidates got in trouble for looking into the camera took much - #Obama mixing it up #Debate,last canadian elxn debate candidates got in trouble for looking into the camera took much #obama mixing it up #debate,26.22861
4728,#debates  Reaganesque. Good recitation of program.  Specifics.  Shows heart.  Very good opening by Romney.  Obama is what we've heard before,#debates reaganesque good recitation of program specifics shows heart very good opening by romney obama is what we've heard before,23.362754
4729,I am enjoying seeing the opinions of undecided voters on CNN as the debate goes on. Very interesting #debates #denverdebate,i am enjoying seeing the opinions of undecided voters on cnn as the debate goes on very interesting #debates #denverdebate,27.131952999999996
4730,Obama just got a lot of brownie points with the women wish his wife a happy 20 yrs #debates,obama just got a lot of brownie points with the women wish his wife a happy yrs #debates,30.452697
4732,The POTUS looks Presidential ... The Challenger looks nervous ... and like he stank ... #debates,the potus looks presidential the challenger looks nervous and like he stank #debates,25.156334
4735,President Obama is having this debate on his 20 year wedding anniversary. Point Romney.,president obama is having this debate on his year wedding anniversary point romney,22.489907
4736,If one of the candidates was a woman --  we'd by now know exactly where she bought her clothes and how much they cost. #debates,if one of the candidates was a woman we'd by now know exactly where she bought her clothes and how much they cost #debates,31.87382
4739,.@BarackObama begins by wishing his sweetie --  Mrs. Obama --  happy 20th anniversary in opening remarks. #Decision2012,begins by wishing his sweetie mrs obama happy 20th anniversary in opening remarks #decision2012,23.214192
4740,RT @MotherJones: BTW --  Mitt Romney has been dishonest about Obama's jobs plans before. http://t.co/Lf2iaRKe #RomneyEconomy #Sensata #debate,btw mitt romney has been dishonest about obama's jobs plans before #romneyeconomy #sensata #debate,18.998376
4741,Obama: I am going to improve the entire economy by hiring teachers. #PresidentialDebate #ummmmwhat?,obama i am going to improve the entire economy by hiring teachers #presidentialdebate #ummmmwhat,14.566416
4743,#Obama2012 We need money in all schools not just Race to the Top states. #ChangetheDebate,#obama2012 we need money in all schools not just race to the top states #changethedebate,17.772349999999996
4746,President Obama: Over the last 30 months --  weve seen 5 million jobs in the private sector created. http://t.co/oYQxup3s,president obama over the last months weve seen million jobs in the private sector created,25.691526
4749,Rumors that Romney would appear tonight in blackface appear to be unfounded #debates #DenverDebate,rumors that romney would appear tonight in blackface appear to be unfounded #debates #denverdebate,14.755447
4751,First Presidential Debate tid bit. #Obama giving a head nod in the beginning as if he's the boss and he needs #Romney to ge his approval.,first presidential debate tid bit #obama giving a head nod in the beginning as if he's the boss and he needs #romney to ge his approval,22.404380000000003
4752,Great job Romney on first question! Sticked to your plan!!! #romney #2012 #crnc,great job romney on first question sticked to your plan #romney # #crnc,18.742768
4753,RT @AJELive: Obama and Romney shake hands to begin first of presidential #debates -  watch LIVE http://t.co/T50WB9F8 #election2012,obama and romney shake hands to begin first of presidential #debates watch live #election2012,27.928629000000004
4755,so tell me why mitt romney's eyebrow color don't match his hair color,so tell me why mitt romney's eyebrow color don't match his hair color,11.911909
4756,i bet anne romney don't even wanna be with mitt on his anniversary,i bet anne romney don't even wanna be with mitt on his anniversary,10.644924
4757,No room for debate. The #PresidentialDebate has begun! Whose corner are you in? #nowplaying http://t.co/bm61mZhu,no room for debate the #presidentialdebate has begun whose corner are you in #nowplaying,10.442473000000001
4759,Is it wrong that I'm picturing the SNL #debates skit during the debate?,is it wrong that i'm picturing the snl #debates skit during the debate,14.591714
4764,how many times to i have to tell my teacher im not a fuckin republican and i will not bring in mitt romney shit.,how many times to i have to tell my teacher im not a fuckin republican and i will not bring in mitt romney shit,13.261562999999999
4765,Nice move by #MittRomney to use personal stories to connect to the answer. I'm waiting for the Zingers tho' #Debate2012,nice move by #mittromney to use personal stories to connect to the answer i'm waiting for the zingers tho #debate2012,21.216804999999997
4766,way to answer with a heart tug story and vague sound bite ideas without substance --  mittens. #Debates,way to answer with a heart tug story and vague sound bite ideas without substance mittens #debates,21.097707999999997
4768,no mittens i don't think obama is the one for trickle-down economics #irony #debates,no mittens i don't think obama is the one for trickledown economics #irony #debates,18.97801
4774,.@MittRomney now takes his turn on economy. Anecdotes about people out of work. Will take a different path --  Romney says. #debates,now takes his turn on economy anecdotes about people out of work will take a different path romney says #debates,34.958121
4780,Big ups to President Obama for starting the debate off by wishing his wife a happy university. Very classy move. Luv it! Obama 2k12!!!!,big ups to president obama for starting the debate off by wishing his wife a happy university very classy move luv it obama 2k12,29.008192
4781,alright fellas - slap your dicks on the podium - lets vote on something concrete #denverdebate,alright fellas slap your dicks on the podium lets vote on something concrete #denverdebate,13.420926999999999
4783,OBAMA FTW. He was handed shit when he ran for president. There's only so much he can do. He's not a fucking superhero.,obama ftw he was handed shit when he ran for president there's only so much he can do he's not a fucking superhero,11.528056
4786,Obama's new form of patriotism. Pay Taxes so he can spend it. #Nobama #denverdebate,obama's new form of patriotism pay taxes so he can spend it #nobama #denverdebate,20.75411
4787,#debates I'm looking forward to seeing my President Obama! I can't stand Romney,#debates i'm looking forward to seeing my president obama i can't stand romney,16.619309
4791,First section of debate is about the economy...President Obama: We need to invest in education,first section of debate is about the economypresident obama we need to invest in education,15.840121000000002
4793,sounds like Obama is running against whoever was pres the last 4 years. #DenverDebate,sounds like obama is running against whoever was pres the last years #denverdebate,19.023079000000003
4797,Obama loves to dance around the question --  but then again so does Romney.... This will be an interesting debate #Debates,obama loves to dance around the question but then again so does romney this will be an interesting debate #debates,18.294853999999997
4798,Mitt Romney writing down Shit Obama say --  So he can Use it ! #Lmao,mitt romney writing down shit obama say so he can use it #lmao,8.72093
4804,#debates Both mention ed in relation to jobs. See recent Hamilton Project blog Education is the Key to Better Jobs http://t.co/t5s75WiO,#debates both mention ed in relation to jobs see recent hamilton project blog education is the key to better jobs,31.803536999999995
4811,EEUU DECIDE: Incrementar las relaciones econmicas con Amrica Latina - Mitt Romney,eeuu decide incrementar las relaciones econmicas con amrica latina mitt romney,3.69137
4815,Love a good debate --  especially with my president has the good sense to give props to his wife. #debates,love a good debate especially with my president has the good sense to give props to his wife #debates,36.684705
4816,President Obama went 4 seconds over on his opening statement. Impeach him!,president obama went seconds over on his opening statement impeach him,11.481548
4819,Barack Obama: I think we've got to invest in education and training. #debates,barack obama i think we've got to invest in education and training #debates,23.041755000000002
4820,lmao what if someone throws a shoe at mitt romney --  omg that would be great hahaha,lmao what if someone throws a shoe at mitt romney omg that would be great hahaha,8.187061
4823,Obama said his $833 billion stimulus would keep unemployment below 8%; its been above 8% for 43 straight months #Debate2012 #tcot,obama said his billion stimulus would keep unemployment below its been above for straight months #debate2012 #tcot,17.930084
4824,Did they intentionally put repub on the left and dem on right? #debates,did they intentionally put repub on the left and dem on right #debates,14.49401
4827,Watching the #Debates super geeked! I love listening to my president with his sexy self!,watching the #debates super geeked i love listening to my president with his sexy self,19.805983999999995
4829,#Obama je voudrais d'abord clbrer mon anniversaire de mariage // Vas-y fais-toi plaisir prez !,#obama je voudrais d'abord clbrer mon anniversaire de mariage vasy faistoi plaisir prez,7.99498
4832,I love how other people are watching the presidential debate for bonus points and im just watching it cause im curious #PresidentialDebate,i love how other people are watching the presidential debate for bonus points and im just watching it cause im curious #presidentialdebate,31.230088
4833,@MittRomney is sharp as a tack he's looking  like Pacquio right now #debates,is sharp as a tack he's looking like pacquio right now #debates,22.490011
4837,RT @American_Bridge: Which one of @MittRomney's canned lines (lies) will he use tonight? #debate #denverdebate #askmitt #debate2012 http ...,which one of s canned lines lies will he use tonight #debate #denverdebate #askmitt #debate2012 http,29.825732000000006
4838,i just can't take women voting for mitt Romney seriously. ladies --  do your homework,i just can't take women voting for mitt romney seriously ladies do your homework,11.983300999999999
4844,Clinton's speech has set the agenda for the economic debate. Doubledown on trickledown. #PresidentialDebate #Debate #Debates,clinton's speech has set the agenda for the economic debate doubledown on trickledown #presidentialdebate #debate #debates,27.182554
4845,#debates a woman grabbed Romney's arm and asked I'm out of a job --  can u help me? Wonder if Romney said --  sorry --  you're the 47% don't care lol,#debates a woman grabbed romney's arm and asked i'm out of a job can u help me wonder if romney said sorry you're the don't care lol,33.754566
4853,fuck obama if he wins our whole economy is fucked --  scumbag spent more money in 4 years then bush did in 8 #romney,fuck obama if he wins our whole economy is fucked scumbag spent more money in years then bush did in #romney,15.821335000000001
4854,#Obama will harp on education bc his base is young voters who rely on growing assistance to attend school and teacher union base,#obama will harp on education bc his base is young voters who rely on growing assistance to attend school and teacher union base,16.054124
4855,Obama means family --  and family means no one gets left behind. #obama2012,obama means family and family means no one gets left behind #obama2012,16.478094000000002
4857,Awww he started off by saying Happy Anniversary to Michelle that is soo sweet #Obama #debates,awww he started off by saying happy anniversary to michelle that is soo sweet #obama #debates,25.740747
4859,Just turned on a TV for the first time in more than 3 months. #debates,just turned on a tv for the first time in more than months #debates,20.077019999999997
4863,RT @_MAXWELL_: democracy having a say --  a voice in the future that the powers we the people --   allow to be. there's nothing better #Obama2012,democracy having a say a voice in the future that the powers we the people allow to be there's nothing better #obama2012,17.962699
4864,hmmm very math and policy heavy here. are we really wading into this? #DenverDebate,hmmm very math and policy heavy here are we really wading into this #denverdebate,12.006753
4868,In sociology class watching #debates go down. Wish I had some popcorn,in sociology class watching #debates go down wish i had some popcorn,16.636854
4872,Time to watch this Presidential Debate. Mr.Kennedy has taught me this last year. Lol. #Republican or #Democrat ?!?,time to watch this presidential debate mrkennedy has taught me this last year lol #republican or #democrat,24.763223
4873,#EnVivo: El debate Presidencial entre Barack Obama y Mitt Romney desde Denver --  CO! MundoFox 22 Los Angeles /... http://t.co/KPjMQLVK,#envivo el debate presidencial entre barack obama y mitt romney desde denver co mundofox los angeles,20.274015
4874,I was at the rally in Dayton where the unemployed gal talked to Mitt Romney.,i was at the rally in dayton where the unemployed gal talked to mitt romney,5.034634
4877,The mitt romney speech is quite entertaining actually im already into it and it just started!! #nerd,the mitt romney speech is quite entertaining actually im already into it and it just started #nerd,16.041366
4878,I see candidates wore appropriate colored ties. Im sure it helps a lot of voters out there know when to listen and when to go pee. #Debates,i see candidates wore appropriate colored ties im sure it helps a lot of voters out there know when to listen and when to go pee #debates,34.093070999999995
4879,Obama calls him gov Romney ..mitt seems confident..Obama wearing a flag pin?#PresDebate,obama calls him gov romney mitt seems confidentobama wearing a flag pin#presdebate,8.568967
4880,This is boring. The debates should be a surprise so no one gets to practice for them. #debates,this is boring the debates should be a surprise so no one gets to practice for them #debates,18.273956000000002
4881,I just wanna see somebody yell something from the audience and get thrown out. #presidentialdebate,i just wanna see somebody yell something from the audience and get thrown out #presidentialdebate,26.261084
4886,Romney's flag pin is bigger than President Obama's. I'm sure that means he's supposed to be more patriotic or something. @JenebaSpeaks,romney's flag pin is bigger than president obama's i'm sure that means he's supposed to be more patriotic or something,32.809957999999995
4887,RT @MrBrooks92: A vote for Mitt Romney is a vote for the Decepticons.,a vote for mitt romney is a vote for the decepticons,4.557022
4890,A county does best  when the middle class does best....President Obama,a county does best when the middle class does bestpresident obama,8.056205
4894,Obama wants to keep tuition costs low. He wants to provide tax breaks for companies investing in the United States. #debates,obama wants to keep tuition costs low he wants to provide tax breaks for companies investing in the united states #debates,29.151258
4895,Obama's idea for improving the education system is to spend more money on it. Look at DC for what a fail that approach is. #Mitt2012,obama's idea for improving the education system is to spend more money on it look at dc for what a fail that approach is #mitt2012,22.561166
4901,When Obama wishes his wife a happy anniversary in front of 40mil people>> why can't I find a man like that #Obama,when obama wishes his wife a happy anniversary in front of 40mil people why can't i find a man like that #obama,29.159809000000006
4904,Obama needed to respond to Mitt's charge about bigger government. Government smaller since Obama took office. #denverdebate,obama needed to respond to mitt's charge about bigger government government smaller since obama took office #denverdebate,17.927666000000002
4905,bring it on bitch @laurzins: What do you think Mitt and Barack just said to each other? #PresidentialDebate,bring it on bitch what do you think mitt and barack just said to each other #presidentialdebate,18.075629
4906,Obama is such an idiot. Why did people ever think he would make a good president? Who are you going to blame the mess on now? YOU did it,obama is such an idiot why did people ever think he would make a good president who are you going to blame the mess on now you did it,33.137600000000006
4912,Every time I hear obamas voice i think of that call me maybe video of him #debates,every time i hear obamas voice i think of that call me maybe video of him #debates,19.20351
4914,Mitt Romney Can Do Us All A Favor An Take A Seat !!!!!,mitt romney can do us all a favor an take a seat,9.559934
4915,EDUCATION: Been hearing that both candidates have been studying Dave's tour de force performance in TV debates for guidance. #debates,education been hearing that both candidates have been studying dave's tour de force performance in tv debates for guidance #debates,29.036117
4919,Wait do you just take a shot when they just flat out don't answer the actual question? #PresidentialDebate #DrinkingGame,wait do you just take a shot when they just flat out don't answer the actual question #presidentialdebate #drinkinggame,23.939462999999996
4926,RT @PerezHilton: President Obama & Mitt Romney Duke It Out! Watch Presidential Debate STREAMING LIVE here:   http://t.co/M2WlbOFG,president obama mitt romney duke it out watch presidential debate streaming live here,23.696890000000003
4929,Both #Romney and #Obama mention schools in the first question. Curious whether they will return to them.,both #romney and #obama mention schools in the first question curious whether they will return to them,10.99611
4933,mitt romney is high his eyes are red he is burnin he is burnin,mitt romney is high his eyes are red he is burnin he is burnin,7.660217
